"hasfix","satellitesused","date","time","lat","lon","altitude","course","speedkmhr","humidity","temperature","bat"
true,14,"200823","002312","3438.4358N","9220.7546W",93.50,177.61,51.97,75.34,29.63,3.87
true,11,"200823","002314","3438.3879N","9220.7556W",93.00,181.54,55.95,100.00,29.60,3.87
true,13,"200823","002317","3438.3539N","9220.7576W",93.40,183.33,56.86,76.29,29.61,3.87
true,13,"200823","002318","3438.3452N","9220.7582W",93.50,182.71,56.89,76.09,29.58,3.88
true,13,"200823","002319","3438.3375N","9220.7578W",93.70,183.08,56.56,75.89,29.55,3.88
true,12,"200823","002320","3438.3288N","9220.7583W",93.80,182.93,56.21,76.01,29.51,3.88
true,12,"200823","002321","3438.3204N","9220.7589W",94.00,183.06,56.49,75.94,29.50,3.88
true,12,"200823","002322","3438.3119N","9220.7593W",94.10,181.43,56.00,75.68,29.47,3.87
true,13,"200823","002323","3438.3035N","9220.7596W",94.20,182.04,56.52,75.66,29.44,3.87
true,13,"200823","002324","3438.2950N","9220.7598W",94.20,180.23,57.15,75.60,29.41,3.88
true,13,"200823","002325","3438.2864N","9220.7601W",94.30,181.38,56.41,75.68,29.38,3.87
true,13,"200823","002326","3438.2778N","9220.7605W",94.30,181.23,55.84,75.55,29.37,3.88
true,13,"200823","002327","3438.2693N","9220.7610W",94.40,181.40,55.39,75.48,29.38,3.88
true,12,"200823","002328","3438.2611N","9220.7613W",94.50,181.69,55.08,75.38,29.38,3.88
true,12,"200823","002329","3438.2530N","9220.7614W",94.60,179.13,53.58,75.43,29.38,3.88
true,12,"200823","002330","3438.2450N","9220.7615W",94.70,181.15,52.76,75.19,29.43,3.88
true,12,"200823","002331","3438.2373N","9220.7615W",94.80,181.09,51.74,75.02,29.46,3.87
true,12,"200823","002332","3438.2298N","9220.7615W",94.90,182.93,51.26,74.88,29.49,3.88
true,13,"200823","002333","3438.2222N","9220.7616W",95.00,182.34,53.04,74.82,29.49,3.88
true,12,"200823","002334","3438.2146N","9220.7615W",95.10,180.75,52.54,74.84,29.51,3.87
true,13,"200823","002335","3438.2069N","9220.7613W",95.30,180.12,52.04,75.11,29.49,3.88
true,12,"200823","002336","3438.1984N","9220.7614W",95.40,180.91,53.12,75.18,29.47,3.88
true,12,"200823","002337","3438.1905N","9220.7618W",95.50,184.01,53.17,75.14,29.44,3.88
true,12,"200823","002338","3438.1828N","9220.7624W",95.60,185.67,53.12,75.05,29.41,3.88
true,12,"200823","002339","3438.1748N","9220.7629W",95.80,184.03,53.15,74.86,29.40,3.88
true,13,"200823","002340","3438.1667N","9220.7629W",96.00,180.02,54.93,74.89,29.37,3.87
true,13,"200823","002341","3438.1581N","9220.7630W",96.20,182.40,56.56,74.87,29.35,3.88
true,14,"200823","002342","3438.1494N","9220.7655W",96.60,183.71,55.71,75.11,29.31,3.87
true,14,"200823","002343","3438.1406N","9220.7663W",96.80,180.27,57.47,75.68,29.27,3.88
true,14,"200823","002344","3438.1318N","9220.7674W",97.00,180.06,57.37,76.01,29.22,3.88
true,13,"200823","002345","3438.1232N","9220.7684W",97.20,182.72,56.78,75.94,29.16,3.88
true,13,"200823","002346","3438.1143N","9220.7688W",97.30,180.06,57.25,75.86,29.14,3.88
true,12,"200823","002347","3438.1056N","9220.7694W",97.50,182.63,57.21,75.81,29.13,3.88
true,13,"200823","002348","3438.0971N","9220.7701W",97.70,182.31,57.19,75.80,29.10,3.83
true,13,"200823","002349","3438.0893N","9220.7709W",98.00,183.50,53.41,75.71,29.10,3.88
true,13,"200823","002350","3438.0809N","9220.7716W",98.30,185.09,53.89,75.57,29.10,3.87
true,13,"200823","002351","3438.0726N","9220.7720W",98.40,183.66,53.78,75.46,29.11,3.88
true,13,"200823","002352","3438.0647N","9220.7722W",98.50,183.03,53.19,75.39,29.13,3.88
true,12,"200823","002353","3438.0564N","9220.7728W",98.60,182.45,52.34,75.55,29.16,3.88
true,12,"200823","002354","3438.0481N","9220.7733W",98.60,182.24,51.76,76.19,29.18,3.88
true,14,"200823","002355","3438.0406N","9220.7732W",98.70,181.03,52.15,76.94,29.16,3.88
true,14,"200823","002356","3438.0324N","9220.7728W",98.70,181.47,53.56,77.17,29.15,3.87
true,14,"200823","002357","3438.0241N","9220.7731W",98.80,180.82,54.30,77.46,29.09,3.87
true,14,"200823","002358","3438.0155N","9220.7734W",98.90,181.64,54.41,77.59,29.02,3.88
true,14,"200823","002359","3438.0069N","9220.7736W",99.10,179.53,54.76,77.45,28.97,3.88
true,14,"200823","002400","3437.9989N","9220.7734W",99.40,180.32,53.47,77.31,28.86,3.88
true,14,"200823","002401","3437.9911N","9220.7732W",99.70,181.81,54.39,77.26,28.82,3.88
true,13,"200823","002402","3437.9831N","9220.7738W",100.00,181.83,54.10,76.51,28.77,3.88
true,14,"200823","002403","3437.9754N","9220.7737W",100.40,180.41,53.89,76.59,28.77,3.88
true,13,"200823","002404","3437.9679N","9220.7734W",100.70,178.13,53.56,76.72,28.79,3.88
true,13,"200823","002405","3437.9607N","9220.7729W",101.00,177.25,48.56,75.08,28.92,3.88
true,14,"200823","002406","3437.9532N","9220.7731W",101.80,178.66,47.04,73.79,29.03,3.88
true,13,"200823","002407","3437.9461N","9220.7734W",102.20,179.95,47.13,72.25,29.19,3.88
true,13,"200823","002408","3437.9393N","9220.7733W",102.60,178.71,45.26,70.98,29.39,3.88
true,13,"200823","002409","3437.9321N","9220.7736W",103.20,179.60,47.39,69.89,29.57,3.87
true,13,"200823","002410","3437.9249N","9220.7738W",103.60,179.43,48.78,68.98,29.75,3.88
true,13,"200823","002411","3437.9175N","9220.7737W",104.20,179.07,49.23,68.69,29.82,3.88
true,12,"200823","002412","3437.9094N","9220.7743W",104.70,180.83,48.99,68.29,29.90,3.87
true,12,"200823","002413","3437.9013N","9220.7750W",105.20,183.68,52.41,67.82,30.01,3.88
true,13,"200823","002414","3437.8930N","9220.7753W",105.80,181.62,54.41,67.21,30.11,3.87
true,13,"200823","002415","3437.8833N","9220.7754W",106.40,180.91,58.21,66.43,30.29,3.87
true,14,"200823","002416","3437.8745N","9220.7762W",106.70,182.16,57.45,66.26,30.40,3.88
true,13,"200823","002417","3437.8657N","9220.7779W",107.40,183.91,57.00,65.95,30.51,3.88
true,14,"200823","002418","3437.8570N","9220.7782W",107.80,181.78,56.99,66.25,30.60,3.87
true,13,"200823","002419","3437.8482N","9220.7789W",108.20,182.28,58.97,66.35,30.69,3.87
true,14,"200823","002420","3437.8389N","9220.7796W",108.60,182.58,61.54,66.20,30.78,3.87
true,14,"200823","002421","3437.8296N","9220.7798W",109.10,181.71,62.97,66.16,30.80,3.88
true,13,"200823","002422","3437.8195N","9220.7798W",108.60,183.59,63.89,66.05,30.81,3.88
true,14,"200823","002423","3437.8093N","9220.7800W",108.90,183.15,64.76,65.69,30.82,3.87
true,14,"200823","002424","3437.7992N","9220.7803W",109.20,183.24,64.43,65.44,30.84,3.87
true,14,"200823","002425","3437.7893N","9220.7809W",109.40,184.42,62.99,65.61,30.83,3.87
true,14,"200823","002426","3437.7801N","9220.7811W",109.60,183.41,60.80,65.56,30.83,3.87
true,13,"200823","002427","3437.7715N","9220.7817W",109.90,182.52,57.86,65.60,30.84,3.88
true,12,"200823","002428","3437.7627N","9220.7820W",110.20,182.00,56.34,65.41,30.85,3.88
true,14,"200823","002429","3437.7545N","9220.7819W",110.30,182.33,53.93,65.57,30.85,3.87
true,13,"200823","002430","3437.7465N","9220.7829W",110.70,184.67,53.25,66.00,30.85,3.88
true,13,"200823","002431","3437.7385N","9220.7834W",111.20,185.36,54.84,66.15,30.85,3.88
true,14,"200823","002432","3437.7303N","9220.7838W",111.60,182.67,53.00,66.36,30.81,3.88
true,13,"200823","002433","3437.7216N","9220.7843W",111.60,182.54,59.49,66.50,30.78,3.88
true,13,"200823","002434","3437.7127N","9220.7847W",111.60,181.87,59.02,66.79,30.73,3.87
true,13,"200823","002435","3437.7040N","9220.7847W",111.80,178.37,58.36,66.91,30.68,3.88
true,14,"200823","002436","3437.6955N","9220.7844W",112.00,176.69,57.02,67.03,30.63,3.88
true,13,"200823","002437","3437.6875N","9220.7840W",112.10,175.41,54.28,67.29,30.55,3.88
true,13,"200823","002438","3437.6796N","9220.7835W",112.40,174.55,54.19,67.55,30.48,3.88
true,13,"200823","002439","3437.6726N","9220.7840W",112.60,175.66,50.32,67.70,30.44,3.88
true,14,"200823","002440","3437.6658N","9220.7846W",113.10,179.05,46.15,68.46,30.41,3.88
true,14,"200823","002441","3437.6585N","9220.7862W",114.60,181.60,44.11,68.77,30.39,3.88
true,14,"200823","002442","3437.6522N","9220.7871W",116.00,179.38,40.50,68.99,30.39,3.88
true,15,"200823","002443","3437.6472N","9220.7875W",117.00,176.68,35.95,68.89,30.40,3.88
true,15,"200823","002444","3437.6430N","9220.7875W",118.00,169.51,30.60,68.84,30.43,3.88
true,13,"200823","002445","3437.6410N","9220.7863W",118.90,161.80,22.28,68.72,30.44,3.88
true,15,"200823","002446","3437.6390N","9220.7856W",119.70,141.47,17.80,68.61,30.44,3.88
true,14,"200823","002447","3437.6389N","9220.7845W",120.30,119.03,11.76,68.80,30.46,3.88
true,14,"200823","002448","3437.6405N","9220.7827W",121.30,98.38,7.61,68.56,30.47,3.88
true,14,"200823","002449","3437.6414N","9220.7816W",121.90,57.16,7.15,68.36,30.47,3.88
true,14,"200823","002450","3437.6427N","9220.7811W",122.60,24.19,6.46,68.53,30.45,3.87
true,15,"200823","002451","3437.6438N","9220.7813W",123.80,2.44,6.17,68.62,30.44,3.88
true,15,"200823","002452","3437.6445N","9220.7819W",124.90,2.44,5.20,68.69,30.43,3.88
true,15,"200823","002453","3437.6454N","9220.7825W",125.60,307.22,5.87,69.12,30.43,3.88
true,15,"200823","002454","3437.6456N","9220.7838W",126.70,289.53,6.24,69.12,30.43,3.88
true,15,"200823","002455","3437.6460N","9220.7850W",127.50,289.53,4.96,69.42,30.44,3.88
true,15,"200823","002456","3437.6455N","9220.7864W",128.10,289.53,0.09,69.45,30.44,3.88
true,15,"200823","002457","3437.6454N","9220.7865W",127.90,289.53,0.04,69.45,30.46,3.88
true,13,"200823","002458","3437.6454N","9220.7867W",127.70,289.53,0.04,69.37,30.47,3.88
true,13,"200823","002459","3437.6455N","9220.7870W",127.70,289.53,0.04,69.05,30.47,3.88
true,15,"200823","002500","3437.6460N","9220.7874W",127.60,289.53,0.15,69.15,30.46,3.87
true,14,"200823","002501","3437.6465N","9220.7879W",127.80,329.34,7.28,69.06,30.45,3.88
true,15,"200823","002502","3437.6482N","9220.7884W",127.80,341.87,8.50,69.07,30.43,3.88
true,14,"200823","002503","3437.6523N","9220.7894W",126.30,350.98,13.54,69.05,30.41,3.88
true,14,"200823","002504","3437.6572N","9220.7902W",125.40,355.14,19.21,68.83,30.43,3.88
true,14,"200823","002505","3437.6620N","9220.7902W",125.30,0.67,23.84,68.34,30.49,3.88
true,14,"200823","002506","3437.6692N","9220.7896W",124.80,3.08,33.00,68.26,30.49,3.88
true,14,"200823","002507","3437.6780N","9220.7895W",123.90,0.61,43.04,68.00,30.51,3.87
true,15,"200823","002508","3437.6855N","9220.7891W",124.10,1.92,47.17,68.01,30.53,3.87
true,14,"200823","002509","3437.6927N","9220.7882W",124.00,7.50,50.19,68.06,30.51,3.87
true,13,"200823","002510","3437.7009N","9220.7871W",124.00,7.84,54.95,68.04,30.47,3.88
true,13,"200823","002511","3437.7091N","9220.7864W",124.10,7.75,55.69,68.00,30.45,3.88
true,12,"200823","002512","3437.7174N","9220.7855W",124.30,4.39,52.50,67.73,30.45,3.88
true,11,"200823","002513","3437.7253N","9220.7848W",124.50,3.23,50.47,67.37,30.46,3.88
true,11,"200823","002514","3437.7330N","9220.7843W",124.60,4.41,50.43,66.76,30.56,3.87
true,12,"200823","002515","3437.7405N","9220.7838W",124.70,3.58,48.82,66.52,30.62,3.88
true,13,"200823","002516","3437.7477N","9220.7832W",124.90,3.74,46.76,66.30,30.66,3.88
true,12,"200823","002517","3437.7551N","9220.7826W",125.00,4.36,48.23,66.20,30.70,3.88
true,12,"200823","002518","3437.7630N","9220.7822W",125.10,2.80,47.34,66.15,30.73,3.88
true,12,"200823","002519","3437.7715N","9220.7819W",124.90,3.01,52.56,65.95,30.75,3.87
true,13,"200823","002520","3437.7797N","9220.7819W",124.90,1.93,53.19,65.30,30.82,3.87
true,12,"200823","002521","3437.7884N","9220.7823W",124.90,1.00,54.49,65.21,30.85,3.87
true,12,"200823","002522","3437.7968N","9220.7820W",125.00,4.44,54.93,65.30,30.87,3.88
true,12,"200823","002523","3437.8059N","9220.7826W",125.30,4.40,56.17,65.48,30.87,3.88
true,11,"200823","002524","3437.8142N","9220.7824W",125.40,2.58,56.76,65.57,30.85,3.88
true,12,"200823","002525","3437.8221N","9220.7820W",125.70,4.94,56.52,65.42,30.87,3.88
true,13,"200823","002526","3437.8294N","9220.7815W",125.90,4.52,48.00,65.25,30.89,3.87
true,13,"200823","002527","3437.8363N","9220.7813W",126.10,2.83,45.11,65.24,30.89,3.87
true,13,"200823","002528","3437.8425N","9220.7815W",126.30,1.60,38.54,65.07,30.90,3.88
true,13,"200823","002529","3437.8478N","9220.7816W",126.40,2.02,35.17,64.87,30.91,3.88
true,13,"200823","002530","3437.8525N","9220.7814W",126.50,4.48,31.71,64.54,30.96,3.88
true,13,"200823","002531","3437.8565N","9220.7813W",126.50,4.79,26.82,64.24,30.98,3.87
true,14,"200823","002532","3437.8594N","9220.7810W",126.50,6.51,22.78,63.54,31.02,3.88
true,14,"200823","002533","3437.8611N","9220.7804W",126.40,11.84,17.37,63.07,31.07,3.87
true,14,"200823","002534","3437.8629N","9220.7791W",126.50,23.24,14.91,62.97,31.11,3.88
true,13,"200823","002535","3437.8631N","9220.7762W",126.70,51.18,12.80,62.56,31.19,3.87
true,14,"200823","002536","3437.8621N","9220.7713W",126.80,81.63,17.96,62.28,31.22,3.87
true,14,"200823","002537","3437.8620N","9220.7675W",126.90,89.47,20.00,62.00,31.26,3.88
true,14,"200823","002538","3437.8620N","9220.7638W",126.90,88.78,19.87,61.88,31.33,3.87
true,13,"200823","002539","3437.8612N","9220.7595W",127.00,100.24,22.59,61.80,31.38,3.88
true,13,"200823","002540","3437.8599N","9220.7532W",126.40,103.65,28.82,61.85,31.44,3.88
true,14,"200823","002541","3437.8584N","9220.7479W",126.30,109.02,30.48,62.13,31.47,3.88
true,13,"200823","002542","3437.8564N","9220.7428W",126.30,115.53,29.87,62.42,31.49,3.88
true,14,"200823","002543","3437.8522N","9220.7358W",126.30,121.04,32.22,62.63,31.53,3.87
true,13,"200823","002544","3437.8491N","9220.7312W",126.20,128.23,31.50,62.61,31.57,3.87
true,13,"200823","002545","3437.8450N","9220.7259W",126.10,134.03,33.60,62.22,31.64,3.87
true,15,"200823","002546","3437.8407N","9220.7200W",125.30,140.12,34.11,61.21,31.69,3.87
true,14,"200823","002547","3437.8363N","9220.7164W",125.10,144.79,35.04,59.82,31.77,3.88
true,14,"200823","002548","3437.8316N","9220.7129W",124.80,148.51,36.74,59.15,31.80,3.88
true,15,"200823","002549","3437.8266N","9220.7089W",124.20,151.12,37.56,58.85,31.85,3.87
true,15,"200823","002550","3437.8218N","9220.7061W",123.70,151.82,37.47,58.66,31.88,3.88
true,14,"200823","002551","3437.8169N","9220.7035W",123.10,151.96,37.48,58.68,31.86,3.88
true,14,"200823","002552","3437.8118N","9220.7005W",123.10,152.55,37.47,58.63,31.88,3.88
true,14,"200823","002553","3437.8063N","9220.6978W",122.80,154.25,39.08,59.15,31.84,3.87
true,15,"200823","002554","3437.8010N","9220.6941W",122.80,152.31,40.24,60.29,31.80,3.87
true,14,"200823","002555","3437.7953N","9220.6905W",123.40,152.64,41.34,61.18,31.72,3.87
true,14,"200823","002556","3437.7897N","9220.6872W",123.30,153.46,40.52,61.35,31.68,3.87
true,14,"200823","002557","3437.7842N","9220.6840W",123.00,153.02,39.86,61.19,31.69,3.87
true,15,"200823","002558","3437.7783N","9220.6803W",123.00,152.45,39.98,60.85,31.66,3.87
true,15,"200823","002559","3437.7730N","9220.6771W",122.80,151.30,38.82,60.88,31.64,3.88
true,15,"200823","002600","3437.7679N","9220.6737W",122.50,148.49,38.28,61.73,31.61,3.88
true,15,"200823","002601","3437.7630N","9220.6695W",122.30,140.80,38.85,61.89,31.57,3.88
true,15,"200823","002602","3437.7586N","9220.6649W",122.10,136.05,38.19,62.06,31.48,3.87
true,15,"200823","002603","3437.7546N","9220.6595W",121.90,128.30,38.28,62.17,31.38,3.88
true,15,"200823","002604","3437.7513N","9220.6538W",121.90,121.35,37.24,61.82,31.35,3.87
true,15,"200823","002605","3437.7489N","9220.6466W",121.10,113.80,37.60,62.45,31.32,3.88
true,15,"200823","002606","3437.7480N","9220.6380W",121.00,103.95,37.69,63.01,31.25,3.87
true,15,"200823","002607","3437.7467N","9220.6313W",120.70,100.18,37.32,62.71,31.15,3.88
true,15,"200823","002608","3437.7459N","9220.6249W",120.50,97.94,36.26,62.80,31.12,3.87
true,15,"200823","002609","3437.7449N","9220.6191W",120.20,102.38,34.11,62.59,31.09,3.88
true,15,"200823","002610","3437.7434N","9220.6127W",119.70,110.10,33.72,62.60,31.10,3.87
true,15,"200823","002611","3437.7412N","9220.6073W",119.50,115.91,33.63,62.68,31.12,3.88
true,15,"200823","002612","3437.7382N","9220.6016W",119.30,121.83,34.69,62.27,31.21,3.88
true,15,"200823","002613","3437.7359N","9220.5954W",117.90,128.57,36.32,62.22,31.20,3.87
true,15,"200823","002614","3437.7321N","9220.5902W",117.70,132.65,38.98,62.50,31.20,3.88
true,15,"200823","002615","3437.7278N","9220.5849W",117.60,134.47,40.00,62.62,31.22,3.87
true,15,"200823","002616","3437.7234N","9220.5797W",117.40,134.36,40.97,62.71,31.20,3.87
true,14,"200823","002617","3437.7192N","9220.5745W",117.10,135.21,40.67,63.04,31.15,3.88
true,15,"200823","002618","3437.7148N","9220.5692W",116.90,134.97,40.69,63.02,31.14,3.87
true,15,"200823","002619","3437.7110N","9220.5631W",115.60,132.62,39.23,62.85,31.13,3.88
true,15,"200823","002620","3437.7072N","9220.5578W",115.80,130.10,37.98,62.73,31.21,3.87
true,14,"200823","002621","3437.7036N","9220.5526W",115.60,124.93,37.89,62.60,31.23,3.87
true,15,"200823","002622","3437.7004N","9220.5471W",115.40,121.04,37.37,62.48,31.27,3.88
true,15,"200823","002623","3437.6978N","9220.5414W",115.50,114.27,35.23,62.49,31.29,3.87
true,15,"200823","002624","3437.6959N","9220.5352W",115.80,108.63,36.24,62.06,31.31,3.87
true,14,"200823","002625","3437.6945N","9220.5289W",116.20,101.48,34.98,61.89,31.35,3.87
true,15,"200823","002626","3437.6938N","9220.5223W",117.60,97.57,36.04,61.84,31.40,3.87
true,15,"200823","002627","3437.6934N","9220.5155W",118.10,93.21,36.80,62.01,31.41,3.87
true,13,"200823","002628","3437.6932N","9220.5089W",118.60,91.40,37.61,62.12,31.40,3.88
true,14,"200823","002629","3437.6936N","9220.5012W",119.90,90.11,38.30,62.21,31.43,3.87
true,14,"200823","002630","3437.6936N","9220.4942W",120.40,90.10,39.24,61.95,31.43,3.87
true,15,"200823","002631","3437.6934N","9220.4870W",121.00,91.04,39.28,61.25,31.46,3.87
true,14,"200823","002632","3437.6932N","9220.4799W",121.50,91.92,39.32,60.02,31.68,3.87
true,14,"200823","002633","3437.6931N","9220.4727W",122.10,90.81,38.80,59.33,31.81,3.87
true,15,"200823","002634","3437.6929N","9220.4657W",122.80,92.43,38.69,59.02,31.91,3.87
true,15,"200823","002635","3437.6926N","9220.4593W",123.60,90.81,36.26,58.49,32.05,3.88
true,15,"200823","002636","3437.6923N","9220.4533W",124.40,91.56,34.95,58.42,32.08,3.87
true,15,"200823","002637","3437.6922N","9220.4472W",126.10,93.80,34.45,58.71,32.11,3.87
true,15,"200823","002638","3437.6920N","9220.4417W",127.00,92.68,32.80,58.42,32.18,3.88
true,15,"200823","002639","3437.6915N","9220.4358W",128.10,92.20,34.48,58.80,32.14,3.88
true,15,"200823","002640","3437.6910N","9220.4293W",129.00,92.95,36.60,59.16,32.13,3.87
true,15,"200823","002641","3437.6907N","9220.4221W",129.60,92.26,37.17,59.44,32.09,3.87
true,14,"200823","002642","3437.6905N","9220.4154W",129.80,90.64,37.17,59.76,32.08,3.88
true,14,"200823","002643","3437.6903N","9220.4085W",130.10,90.90,38.78,59.90,32.08,3.88
true,14,"200823","002644","3437.6901N","9220.4016W",130.40,91.61,36.89,59.76,32.12,3.88
true,14,"200823","002645","3437.6898N","9220.3946W",130.80,90.80,37.48,59.58,32.18,3.87
true,14,"200823","002646","3437.6895N","9220.3876W",130.80,93.69,37.78,59.47,32.18,3.88
true,15,"200823","002647","3437.6893N","9220.3779W",129.20,93.67,36.30,59.70,32.15,3.88
true,14,"200823","002648","3437.6890N","9220.3715W",129.40,93.08,34.39,59.95,32.15,3.88
true,14,"200823","002649","3437.6888N","9220.3656W",129.40,92.51,32.58,60.57,32.14,3.87
true,15,"200823","002650","3437.6883N","9220.3602W",129.40,94.52,29.13,60.56,32.01,3.87
true,15,"200823","002651","3437.6879N","9220.3556W",129.40,93.51,24.67,60.72,31.93,3.88
true,14,"200823","002652","3437.6875N","9220.3519W",129.40,97.85,20.58,60.75,31.82,3.88
true,15,"200823","002653","3437.6872N","9220.3492W",129.50,99.37,14.74,60.86,31.77,3.88
true,14,"200823","002654","3437.6868N","9220.3471W",129.70,103.40,11.32,61.27,31.73,3.88
true,15,"200823","002655","3437.6866N","9220.3457W",129.90,106.73,7.52,61.40,31.71,3.88
true,15,"200823","002656","3437.6862N","9220.3453W",130.40,106.73,0.33,61.47,31.71,3.88
true,14,"200823","002657","3437.6858N","9220.3448W",130.60,106.73,0.30,61.45,31.68,3.88
true,14,"200823","002658","3437.6852N","9220.3442W",130.80,106.73,0.54,61.56,31.65,3.87
true,14,"200823","002659","3437.6843N","9220.3438W",130.20,161.52,11.22,61.80,31.59,3.87
true,15,"200823","002700","3437.6833N","9220.3437W",129.00,165.38,14.67,62.50,31.44,3.87
true,14,"200823","002701","3437.6801N","9220.3432W",129.20,176.46,20.59,62.90,31.36,3.87
true,14,"200823","002702","3437.6762N","9220.3430W",129.30,178.75,24.76,63.05,31.22,3.87
true,13,"200823","002703","3437.6717N","9220.3427W",129.50,175.94,29.30,63.39,31.11,3.88
true,15,"200823","002704","3437.6664N","9220.3426W",129.50,176.75,33.50,64.03,31.01,3.87
true,14,"200823","002705","3437.6608N","9220.3426W",129.70,178.84,35.76,65.08,30.87,3.88
true,15,"200823","002706","3437.6545N","9220.3430W",129.80,182.24,38.71,65.94,30.80,3.87
true,15,"200823","002707","3437.6482N","9220.3414W",128.50,183.16,41.47,66.17,30.69,3.88
true,15,"200823","002708","3437.6408N","9220.3439W",127.50,183.13,43.84,66.23,30.65,3.87
true,15,"200823","002709","3437.6341N","9220.3444W",128.00,182.44,42.17,65.85,30.63,3.87
true,15,"200823","002710","3437.6275N","9220.3448W",128.20,183.46,43.73,65.37,30.64,3.87
true,15,"200823","002711","3437.6205N","9220.3454W",128.20,182.51,45.76,65.37,30.63,3.88
true,12,"200823","002712","3437.6133N","9220.3451W",128.30,180.27,45.23,65.45,30.63,3.88
true,13,"200823","002713","3437.6062N","9220.3454W",128.50,181.98,46.63,65.49,30.63,3.87
true,14,"200823","002714","3437.5987N","9220.3465W",128.00,181.56,46.67,65.47,30.64,3.88
true,15,"200823","002715","3437.5913N","9220.3469W",128.30,181.77,47.86,65.57,30.63,3.87
true,13,"200823","002716","3437.5841N","9220.3472W",128.50,182.33,46.84,65.61,30.63,3.87
true,14,"200823","002717","3437.5770N","9220.3474W",128.90,180.22,46.71,65.45,30.65,3.88
true,14,"200823","002718","3437.5700N","9220.3476W",129.20,180.43,46.24,65.46,30.72,3.87
true,13,"200823","002719","3437.5631N","9220.3478W",129.60,180.82,45.69,65.40,30.79,3.88
true,14,"200823","002720","3437.5561N","9220.3481W",129.90,181.56,46.82,65.36,30.85,3.87
true,13,"200823","002721","3437.5488N","9220.3484W",130.10,182.79,47.21,65.50,30.85,3.87
true,13,"200823","002722","3437.5416N","9220.3488W",130.40,182.49,47.91,65.16,30.85,3.88
true,13,"200823","002723","3437.5342N","9220.3493W",130.70,182.49,48.00,64.59,30.88,3.88
true,14,"200823","002724","3437.5269N","9220.3496W",130.80,181.74,47.34,65.14,30.88,3.88
true,14,"200823","002725","3437.5197N","9220.3498W",130.80,181.36,46.78,64.20,30.96,3.87
true,14,"200823","002726","3437.5127N","9220.3507W",129.10,182.70,48.63,64.31,30.95,3.88
true,13,"200823","002727","3437.5053N","9220.3510W",129.10,181.67,47.95,64.56,30.94,3.87
true,14,"200823","002728","3437.4977N","9220.3513W",129.30,181.37,50.10,65.59,30.93,3.88
true,13,"200823","002729","3437.4901N","9220.3515W",129.30,180.90,51.49,64.95,30.87,3.88
true,14,"200823","002730","3437.4823N","9220.3520W",129.50,181.84,50.60,64.52,30.90,3.87
true,14,"200823","002731","3437.4746N","9220.3523W",129.60,182.22,50.62,64.15,30.92,3.88
true,13,"200823","002732","3437.4670N","9220.3527W",129.80,182.20,50.54,64.18,30.92,3.88
true,13,"200823","002733","3437.4593N","9220.3531W",130.10,181.86,50.95,64.21,30.88,3.87
true,14,"200823","002734","3437.4515N","9220.3535W",130.30,183.00,51.50,64.44,30.78,3.88
true,14,"200823","002735","3437.4438N","9220.3542W",129.70,182.47,50.58,65.01,30.62,3.87
true,14,"200823","002736","3437.4361N","9220.3549W",128.80,182.66,50.67,64.99,30.60,3.87
true,14,"200823","002737","3437.4284N","9220.3553W",128.60,182.55,50.71,64.88,30.56,3.88
true,14,"200823","002738","3437.4208N","9220.3558W",128.90,182.94,50.32,65.40,30.54,3.88
true,14,"200823","002739","3437.4132N","9220.3564W",129.00,182.08,49.56,64.69,30.50,3.88
true,14,"200823","002740","3437.4057N","9220.3569W",129.30,182.85,49.08,64.53,30.47,3.87
true,14,"200823","002741","3437.3982N","9220.3578W",129.40,183.43,47.69,64.78,30.43,3.87
true,14,"200823","002742","3437.3909N","9220.3585W",129.40,181.73,47.60,64.99,30.37,3.88
true,14,"200823","002743","3437.3837N","9220.3591W",129.10,183.66,45.93,65.31,30.34,3.88
true,14,"200823","002744","3437.3769N","9220.3598W",128.60,183.05,43.84,66.16,30.24,3.87
true,14,"200823","002745","3437.3702N","9220.3604W",128.20,183.56,43.34,67.17,30.12,3.87
true,15,"200823","002746","3437.3639N","9220.3610W",127.90,183.98,39.80,67.96,30.06,3.87
true,15,"200823","002747","3437.3583N","9220.3612W",127.80,180.27,35.24,68.33,30.02,3.87
true,15,"200823","002748","3437.3534N","9220.3608W",127.70,175.13,31.41,68.18,30.00,3.87
true,15,"200823","002749","3437.3491N","9220.3603W",127.80,173.30,27.59,67.41,30.02,3.88
true,15,"200823","002750","3437.3453N","9220.3594W",127.90,170.40,24.02,67.20,30.09,3.87
true,15,"200823","002751","3437.3429N","9220.3587W",127.60,168.34,18.02,66.91,30.12,3.88
true,14,"200823","002752","3437.3410N","9220.3580W",127.50,171.04,12.52,66.83,30.17,3.87
true,15,"200823","002753","3437.3406N","9220.3578W",126.70,178.84,8.70,66.61,30.24,3.87
true,13,"200823","002754","3437.3397N","9220.3579W",126.70,178.84,5.30,66.44,30.31,3.88
true,14,"200823","002755","3437.3393N","9220.3582W",126.90,178.84,0.22,66.18,30.40,3.87
true,14,"200823","002756","3437.3390N","9220.3581W",127.00,178.84,0.35,66.07,30.44,3.87
true,15,"200823","002757","3437.3380N","9220.3588W",126.90,214.55,7.28,65.99,30.49,3.87
true,12,"200823","002758","3437.3372N","9220.3600W",127.10,231.42,9.41,66.18,30.52,3.88
