"hasfix","satellitesused","date","time","lat","lon","altitude","course","speedkmhr","humidity","temperature","bat"
true,15,"190823","234946","3444.0659N","9217.1023W",109.30,0.00,0.09,42.28,34.98,3.81
true,15,"190823","234947","3444.0659N","9217.1024W",109.30,0.00,0.04,42.36,34.98,3.81
true,15,"190823","234948","3444.0660N","9217.1026W",109.30,0.00,0.28,42.43,34.98,3.82
true,15,"190823","234949","3444.0661N","9217.1027W",109.40,0.00,0.07,42.42,34.98,3.82
true,15,"190823","234950","3444.0662N","9217.1028W",109.50,0.00,0.09,42.46,34.97,3.81
true,15,"190823","234951","3444.0662N","9217.1030W",109.50,0.00,0.09,42.39,34.97,3.81
true,15,"190823","234952","3444.0663N","9217.1030W",109.60,0.00,0.09,42.45,34.97,3.82
true,15,"190823","234953","3444.0663N","9217.1031W",109.60,0.00,0.06,42.47,34.97,3.81
true,15,"190823","234954","3444.0663N","9217.1033W",109.60,0.00,0.06,42.36,34.97,3.82
true,15,"190823","234955","3444.0663N","9217.1034W",109.70,0.00,0.07,42.54,34.97,3.81
true,15,"190823","234956","3444.0663N","9217.1035W",109.70,0.00,0.02,42.53,34.97,3.82
true,15,"190823","234957","3444.0662N","9217.1034W",109.80,0.00,0.11,42.45,34.97,3.81
true,15,"190823","234958","3444.0662N","9217.1034W",109.80,0.00,0.07,42.38,34.97,3.82
true,15,"190823","234959","3444.0662N","9217.1034W",109.80,0.00,0.00,42.44,34.97,3.82
true,15,"190823","235000","3444.0661N","9217.1034W",109.90,0.00,0.02,42.38,34.97,3.81
true,15,"190823","235001","3444.0661N","9217.1034W",109.90,0.00,0.06,42.45,34.97,3.81
true,13,"190823","235002","3444.0661N","9217.1034W",110.00,0.00,0.02,42.50,34.97,3.81
true,13,"190823","235003","3444.0661N","9217.1034W",110.00,0.00,0.02,42.53,34.97,3.81
true,13,"190823","235004","3444.0661N","9217.1034W",110.00,0.00,0.02,42.50,34.97,3.81
true,13,"190823","235005","3444.0661N","9217.1034W",110.00,0.00,0.04,42.53,34.98,3.81
true,13,"190823","235006","3444.0661N","9217.1034W",110.00,0.00,0.06,42.64,34.97,3.81
true,13,"190823","235007","3444.0661N","9217.1034W",110.00,0.00,0.52,42.46,34.97,3.82
true,13,"190823","235008","3444.0661N","9217.1034W",110.00,0.00,0.04,42.50,34.98,3.81
true,13,"190823","235009","3444.0661N","9217.1034W",109.90,0.00,0.24,42.68,34.98,3.81
true,14,"190823","235010","3444.0661N","9217.1034W",109.90,0.00,0.07,42.71,34.97,3.81
true,14,"190823","235011","3444.0661N","9217.1034W",109.90,0.00,0.04,42.53,34.97,3.81
true,14,"190823","235012","3444.0661N","9217.1034W",109.90,0.00,0.02,42.67,34.98,3.81
true,14,"190823","235013","3444.0661N","9217.1034W",109.90,0.00,0.02,42.57,34.97,3.82
true,14,"190823","235014","3444.0661N","9217.1034W",109.90,0.00,0.02,42.59,34.98,3.81
true,14,"190823","235015","3444.0661N","9217.1034W",109.90,0.00,0.02,42.57,34.99,3.82
true,14,"190823","235016","3444.0661N","9217.1034W",109.90,0.00,0.06,42.64,34.99,3.82
true,14,"190823","235017","3444.0661N","9217.1034W",109.90,0.00,0.48,42.68,34.99,3.81
true,14,"190823","235018","3444.0661N","9217.1034W",109.90,0.00,0.20,42.44,35.00,3.81
true,14,"190823","235019","3444.0661N","9217.1033W",109.90,0.00,0.19,42.64,35.00,3.81
true,14,"190823","235020","3444.0660N","9217.1033W",109.90,0.00,0.15,42.56,35.01,3.81
true,14,"190823","235021","3444.0660N","9217.1033W",109.90,0.00,0.17,42.57,35.01,3.81
true,14,"190823","235022","3444.0660N","9217.1033W",109.80,0.00,0.02,42.62,35.02,3.81
true,14,"190823","235023","3444.0660N","9217.1033W",109.80,0.00,0.02,42.46,35.02,3.82
true,14,"190823","235024","3444.0660N","9217.1033W",109.80,0.00,0.02,42.46,35.03,3.81
true,14,"190823","235025","3444.0660N","9217.1033W",109.80,0.00,0.04,42.49,35.03,3.81
true,14,"190823","235026","3444.0660N","9217.1033W",109.80,0.00,0.06,42.47,35.03,3.81
true,14,"190823","235027","3444.0660N","9217.1033W",109.80,0.00,0.02,42.39,35.03,3.81
true,14,"190823","235028","3444.0660N","9217.1033W",109.80,0.00,0.07,42.36,35.01,3.81
true,14,"190823","235029","3444.0660N","9217.1033W",109.80,0.00,0.04,42.51,35.01,3.81
true,14,"190823","235030","3444.0660N","9217.1032W",109.70,0.00,0.02,42.52,35.01,3.82
true,14,"190823","235031","3444.0660N","9217.1032W",109.70,0.00,0.04,42.56,35.01,3.81
true,14,"190823","235032","3444.0660N","9217.1032W",109.70,0.00,0.02,42.53,35.01,3.82
true,14,"190823","235033","3444.0660N","9217.1032W",109.70,0.00,0.02,42.35,35.01,3.81
true,14,"190823","235034","3444.0660N","9217.1032W",109.70,0.00,0.02,42.44,35.01,3.82
true,14,"190823","235035","3444.0660N","9217.1032W",109.70,0.00,0.02,42.52,35.01,3.82
true,14,"190823","235036","3444.0660N","9217.1032W",109.70,0.00,0.00,42.44,35.01,3.81
true,14,"190823","235037","3444.0660N","9217.1031W",109.70,0.00,0.00,42.51,35.01,3.81
true,14,"190823","235038","3444.0660N","9217.1031W",109.70,0.00,0.02,42.56,35.00,3.82
true,14,"190823","235039","3444.0660N","9217.1031W",109.70,0.00,0.02,42.54,34.99,3.81
true,14,"190823","235040","3444.0660N","9217.1030W",109.70,0.00,0.02,42.45,34.99,3.81
true,14,"190823","235041","3444.0660N","9217.1030W",109.70,0.00,0.02,42.59,34.99,3.81
true,13,"190823","235042","3444.0660N","9217.1030W",109.70,0.00,0.02,42.55,34.99,3.81
true,13,"190823","235043","3444.0660N","9217.1030W",109.70,0.00,0.02,42.53,34.98,3.81
true,14,"190823","235044","3444.0660N","9217.1029W",109.70,0.00,0.04,42.58,34.98,3.81
true,14,"190823","235045","3444.0661N","9217.1029W",109.70,0.00,0.02,42.65,34.98,3.81
true,14,"190823","235046","3444.0661N","9217.1029W",109.70,0.00,0.02,42.66,34.98,3.81
true,14,"190823","235047","3444.0661N","9217.1028W",109.70,0.00,0.02,42.63,34.98,3.82
true,14,"190823","235048","3444.0661N","9217.1028W",109.70,0.00,0.04,42.59,34.98,3.81
true,14,"190823","235049","3444.0661N","9217.1027W",109.70,0.00,0.04,42.57,34.99,3.81
true,14,"190823","235050","3444.0661N","9217.1026W",109.70,0.00,0.02,42.57,34.99,3.81
true,14,"190823","235051","3444.0661N","9217.1026W",109.70,0.00,0.02,42.52,35.01,3.81
true,14,"190823","235052","3444.0661N","9217.1026W",109.80,0.00,0.04,42.48,35.01,3.82
true,14,"190823","235053","3444.0661N","9217.1025W",109.80,0.00,0.04,42.50,35.02,3.81
true,14,"190823","235054","3444.0661N","9217.1025W",109.80,0.00,0.04,42.61,35.02,3.81
true,13,"190823","235055","3444.0661N","9217.1025W",109.80,0.00,0.04,42.67,35.03,3.81
true,13,"190823","235056","3444.0661N","9217.1024W",109.80,0.00,0.02,42.62,35.03,3.81
true,14,"190823","235057","3444.0661N","9217.1024W",109.80,0.00,0.02,42.62,35.03,3.81
true,14,"190823","235058","3444.0662N","9217.1024W",109.80,0.00,0.02,42.54,35.04,3.81
true,14,"190823","235059","3444.0662N","9217.1024W",109.80,0.00,0.02,42.52,35.04,3.81
true,13,"190823","235100","3444.0662N","9217.1023W",109.80,0.00,0.02,42.52,35.04,3.81
true,14,"190823","235101","3444.0662N","9217.1023W",109.80,0.00,0.02,42.53,35.03,3.81
true,14,"190823","235102","3444.0662N","9217.1023W",109.80,0.00,0.02,42.47,35.03,3.81
true,15,"190823","235103","3444.0663N","9217.1023W",109.80,0.00,0.02,42.54,35.03,3.81
true,15,"190823","235104","3444.0663N","9217.1023W",109.80,0.00,0.02,42.55,35.03,3.81
true,15,"190823","235105","3444.0663N","9217.1023W",109.80,0.00,0.02,42.60,35.03,3.81
true,15,"190823","235106","3444.0663N","9217.1023W",109.80,0.00,0.02,42.65,35.03,3.81
true,15,"190823","235107","3444.0664N","9217.1023W",109.80,0.00,0.02,42.56,35.03,3.81
true,15,"190823","235108","3444.0664N","9217.1022W",109.80,0.00,0.02,42.64,35.03,3.81
true,15,"190823","235109","3444.0664N","9217.1022W",109.80,0.00,0.02,42.60,35.03,3.81
true,15,"190823","235110","3444.0664N","9217.1022W",109.70,0.00,0.02,42.56,35.03,3.81
true,15,"190823","235111","3444.0665N","9217.1021W",109.80,0.00,0.02,42.73,35.03,3.81
true,15,"190823","235112","3444.0665N","9217.1021W",109.80,0.00,0.02,42.63,35.03,3.81
true,15,"190823","235113","3444.0666N","9217.1021W",109.80,0.00,0.02,42.64,35.03,3.81
true,15,"190823","235114","3444.0666N","9217.1021W",109.90,0.00,0.02,42.68,35.03,3.81
true,15,"190823","235115","3444.0666N","9217.1021W",109.90,0.00,0.02,42.76,35.03,3.81
true,15,"190823","235116","3444.0666N","9217.1021W",109.90,0.00,0.06,42.75,35.03,3.81
true,15,"190823","235117","3444.0666N","9217.1021W",109.90,0.00,0.00,42.79,35.03,3.81
true,15,"190823","235118","3444.0666N","9217.1021W",109.90,0.00,0.00,42.79,35.03,3.81
true,15,"190823","235119","3444.0666N","9217.1021W",109.90,0.00,0.02,42.71,35.03,3.81
true,15,"190823","235120","3444.0666N","9217.1021W",109.90,0.00,0.04,42.80,35.03,3.81
true,15,"190823","235121","3444.0666N","9217.1021W",109.90,0.00,0.02,42.83,35.03,3.81
true,15,"190823","235122","3444.0666N","9217.1021W",109.90,0.00,0.02,42.78,35.03,3.81
true,15,"190823","235123","3444.0666N","9217.1021W",109.90,0.00,0.02,42.71,35.02,3.81
true,15,"190823","235124","3444.0666N","9217.1021W",109.90,0.00,0.02,42.70,35.02,3.81
true,15,"190823","235125","3444.0666N","9217.1021W",109.90,0.00,0.15,42.71,35.01,3.81
true,15,"190823","235126","3444.0666N","9217.1021W",109.90,0.00,0.04,42.71,34.99,3.81
true,15,"190823","235127","3444.0666N","9217.1021W",109.90,0.00,0.06,42.86,34.99,3.81
true,15,"190823","235128","3444.0666N","9217.1021W",109.90,0.00,0.17,42.80,34.98,3.81
true,15,"190823","235129","3444.0666N","9217.1021W",109.90,0.00,0.02,42.89,34.98,3.81
true,15,"190823","235130","3444.0666N","9217.1021W",109.90,0.00,0.02,42.95,34.98,3.81
true,15,"190823","235131","3444.0666N","9217.1021W",109.90,0.00,0.02,42.84,34.97,3.81
true,15,"190823","235132","3444.0666N","9217.1021W",109.90,0.00,0.06,42.87,34.96,3.81
true,15,"190823","235133","3444.0666N","9217.1021W",109.90,0.00,0.04,42.89,34.95,3.81
true,15,"190823","235134","3444.0666N","9217.1021W",109.90,0.00,0.02,42.92,34.94,3.81
true,15,"190823","235135","3444.0667N","9217.1021W",109.90,0.00,0.00,42.99,34.93,3.81
true,15,"190823","235136","3444.0667N","9217.1021W",109.90,0.00,0.02,43.13,34.91,3.81
true,14,"190823","235137","3444.0667N","9217.1021W",109.90,0.00,0.02,42.94,34.92,3.81
true,14,"190823","235138","3444.0667N","9217.1021W",109.90,0.00,0.04,42.99,34.90,3.81
true,14,"190823","235139","3444.0667N","9217.1021W",109.90,0.00,0.06,42.99,34.89,3.81
true,14,"190823","235140","3444.0667N","9217.1021W",109.80,0.00,0.02,43.04,34.88,3.81
true,14,"190823","235141","3444.0667N","9217.1021W",109.80,0.00,0.00,42.99,34.87,3.81
true,14,"190823","235142","3444.0667N","9217.1021W",109.80,0.00,0.02,42.99,34.85,3.81
true,14,"190823","235143","3444.0667N","9217.1021W",109.80,0.00,0.00,43.09,34.84,3.80
true,14,"190823","235144","3444.0667N","9217.1021W",109.80,0.00,0.04,43.05,34.84,3.81
true,14,"190823","235145","3444.0667N","9217.1021W",109.80,0.00,0.04,42.95,34.84,3.80
true,14,"190823","235146","3444.0667N","9217.1021W",109.80,0.00,0.06,43.02,34.83,3.81
true,14,"190823","235147","3444.0667N","9217.1021W",109.80,0.00,0.02,42.96,34.83,3.81
true,14,"190823","235148","3444.0667N","9217.1021W",109.70,0.00,0.02,42.99,34.83,3.81
true,13,"190823","235149","3444.0667N","9217.1021W",109.70,0.00,0.00,42.97,34.83,3.81
true,13,"190823","235150","3444.0667N","9217.1021W",109.70,0.00,0.04,43.08,34.83,3.81
true,14,"190823","235151","3444.0667N","9217.1021W",109.70,0.00,0.04,42.97,34.82,3.81
true,14,"190823","235152","3444.0667N","9217.1021W",109.70,0.00,0.00,43.19,34.82,3.81
true,14,"190823","235153","3444.0667N","9217.1021W",109.70,0.00,0.02,43.13,34.81,3.81
true,14,"190823","235154","3444.0667N","9217.1021W",109.70,0.00,0.02,43.10,34.80,3.80
true,14,"190823","235155","3444.0667N","9217.1021W",109.70,0.00,0.02,43.20,34.80,3.81
true,14,"190823","235156","3444.0667N","9217.1021W",109.70,0.00,0.02,43.29,34.80,3.81
true,14,"190823","235157","3444.0667N","9217.1021W",109.70,0.00,0.00,43.30,34.80,3.81
true,14,"190823","235158","3444.0667N","9217.1021W",109.70,0.00,0.00,43.27,34.79,3.81
true,14,"190823","235159","3444.0667N","9217.1021W",109.70,0.00,0.02,43.27,34.79,3.81
true,14,"190823","235200","3444.0667N","9217.1021W",109.70,0.00,0.02,43.26,34.79,3.81
true,14,"190823","235201","3444.0667N","9217.1021W",109.70,0.00,0.02,43.26,34.79,3.81
true,14,"190823","235202","3444.0667N","9217.1021W",109.70,0.00,0.04,43.28,34.78,3.81
true,15,"190823","235203","3444.0667N","9217.1021W",109.70,0.00,0.00,43.17,34.78,3.81
true,14,"190823","235204","3444.0667N","9217.1021W",109.70,0.00,0.02,43.22,34.77,3.81
true,14,"190823","235205","3444.0667N","9217.1021W",109.70,0.00,0.02,43.16,34.76,3.81
true,14,"190823","235206","3444.0667N","9217.1021W",109.70,0.00,0.04,43.26,34.76,3.81
true,14,"190823","235207","3444.0667N","9217.1021W",109.70,0.00,0.02,43.25,34.75,3.81
true,14,"190823","235208","3444.0667N","9217.1021W",109.70,0.00,0.04,43.30,34.75,3.81
true,14,"190823","235209","3444.0667N","9217.1021W",109.70,0.00,0.04,43.25,34.75,3.81
true,14,"190823","235210","3444.0667N","9217.1021W",109.70,0.00,0.02,43.30,34.74,3.81
true,14,"190823","235211","3444.0667N","9217.1021W",109.70,0.00,0.00,43.22,34.74,3.81
true,15,"190823","235212","3444.0667N","9217.1021W",109.70,0.00,0.02,43.31,34.74,3.81
true,15,"190823","235213","3444.0667N","9217.1021W",109.70,0.00,0.06,43.39,34.73,3.81
true,15,"190823","235214","3444.0667N","9217.1021W",109.70,0.00,0.02,43.35,34.73,3.81
true,15,"190823","235215","3444.0667N","9217.1021W",109.70,0.00,0.02,43.32,34.73,3.81
true,15,"190823","235216","3444.0667N","9217.1021W",109.70,0.00,0.02,43.41,34.72,3.81
true,16,"190823","235217","3444.0667N","9217.1021W",109.60,0.00,0.06,43.39,34.72,3.81
true,16,"190823","235218","3444.0667N","9217.1021W",109.60,0.00,0.00,43.40,34.72,3.81
true,16,"190823","235219","3444.0667N","9217.1021W",109.70,0.00,0.04,43.43,34.72,3.81
true,16,"190823","235220","3444.0667N","9217.1021W",109.70,0.00,0.02,43.37,34.73,3.81
true,16,"190823","235221","3444.0667N","9217.1021W",109.60,0.00,0.04,43.40,34.73,3.80
true,16,"190823","235222","3444.0667N","9217.1021W",109.60,0.00,0.02,43.38,34.73,3.81
true,16,"190823","235223","3444.0667N","9217.1021W",109.60,0.00,0.04,43.37,34.73,3.81
true,16,"190823","235224","3444.0667N","9217.1021W",109.60,0.00,0.02,43.41,34.73,3.80
true,16,"190823","235225","3444.0667N","9217.1021W",109.60,0.00,0.00,43.47,34.73,3.81
true,16,"190823","235226","3444.0667N","9217.1021W",109.60,0.00,0.02,43.38,34.73,3.81
true,16,"190823","235227","3444.0667N","9217.1021W",109.60,0.00,0.02,43.44,34.74,3.81
true,16,"190823","235228","3444.0667N","9217.1021W",109.60,0.00,0.02,43.37,34.74,3.80
true,16,"190823","235229","3444.0667N","9217.1021W",109.60,0.00,0.06,43.48,34.73,3.81
true,16,"190823","235230","3444.0667N","9217.1021W",109.60,0.00,0.04,43.26,34.73,3.81
true,16,"190823","235231","3444.0667N","9217.1021W",109.60,0.00,0.02,43.27,34.73,3.81
true,16,"190823","235232","3444.0667N","9217.1021W",109.60,0.00,0.02,43.22,34.73,3.81
true,16,"190823","235233","3444.0667N","9217.1020W",109.60,0.00,0.02,43.31,34.72,3.81
true,16,"190823","235234","3444.0667N","9217.1020W",109.60,0.00,0.00,43.20,34.72,3.81
true,16,"190823","235235","3444.0667N","9217.1020W",109.60,0.00,0.00,43.26,34.72,3.81
true,16,"190823","235236","3444.0667N","9217.1020W",109.60,0.00,0.00,43.21,34.72,3.80
true,16,"190823","235237","3444.0667N","9217.1020W",109.60,0.00,0.00,43.16,34.71,3.81
true,16,"190823","235238","3444.0667N","9217.1020W",109.60,0.00,0.02,43.26,34.72,3.81
true,16,"190823","235239","3444.0667N","9217.1020W",109.60,0.00,0.04,43.24,34.72,3.80
true,16,"190823","235240","3444.0667N","9217.1020W",109.60,0.00,0.02,43.39,34.72,3.80
true,16,"190823","235241","3444.0667N","9217.1020W",109.60,0.00,0.02,43.31,34.72,3.81
true,16,"190823","235242","3444.0667N","9217.1020W",109.60,0.00,0.07,43.40,34.72,3.81
true,16,"190823","235243","3444.0667N","9217.1020W",109.60,0.00,0.02,43.41,34.72,3.81
true,16,"190823","235244","3444.0667N","9217.1020W",109.50,0.00,0.00,43.35,34.72,3.81
true,16,"190823","235245","3444.0667N","9217.1020W",109.50,0.00,0.00,43.37,34.72,3.81
true,16,"190823","235246","3444.0667N","9217.1020W",109.50,0.00,0.02,43.47,34.72,3.81
true,16,"190823","235247","3444.0667N","9217.1020W",109.50,0.00,0.02,43.46,34.72,3.81
true,16,"190823","235248","3444.0667N","9217.1020W",109.50,0.00,0.00,43.56,34.73,3.81
true,16,"190823","235249","3444.0667N","9217.1020W",109.60,0.00,0.04,43.50,34.73,3.81
true,16,"190823","235250","3444.0667N","9217.1020W",109.50,0.00,0.00,43.46,34.73,3.81
true,16,"190823","235251","3444.0667N","9217.1020W",109.60,0.00,0.02,43.42,34.74,3.80
true,16,"190823","235252","3444.0667N","9217.1020W",109.50,0.00,0.02,43.55,34.73,3.80
true,16,"190823","235253","3444.0667N","9217.1020W",109.50,0.00,0.02,43.56,34.74,3.81
true,16,"190823","235254","3444.0667N","9217.1020W",109.50,0.00,0.02,43.55,34.74,3.81
true,16,"190823","235255","3444.0667N","9217.1020W",109.50,0.00,0.02,43.42,34.75,3.81
true,16,"190823","235256","3444.0667N","9217.1020W",109.50,0.00,0.00,43.48,34.75,3.81
true,16,"190823","235257","3444.0667N","9217.1020W",109.50,0.00,0.04,43.58,34.76,3.81
true,16,"190823","235258","3444.0667N","9217.1020W",109.50,0.00,0.02,43.53,34.76,3.81
true,16,"190823","235259","3444.0667N","9217.1020W",109.50,0.00,0.02,43.43,34.76,3.81
true,16,"190823","235300","3444.0667N","9217.1020W",109.50,0.00,0.00,43.51,34.77,3.81
true,16,"190823","235301","3444.0667N","9217.1020W",109.50,0.00,0.00,43.45,34.77,3.81
true,16,"190823","235302","3444.0667N","9217.1020W",109.50,0.00,0.00,43.39,34.78,3.81
true,16,"190823","235303","3444.0667N","9217.1020W",109.50,0.00,0.04,43.54,34.78,3.81
true,16,"190823","235304","3444.0667N","9217.1020W",109.50,0.00,0.00,43.38,34.78,3.81
true,16,"190823","235305","3444.0667N","9217.1020W",109.50,0.00,0.02,43.38,34.79,3.81
true,16,"190823","235306","3444.0667N","9217.1020W",109.50,0.00,0.02,43.40,34.80,3.81
true,16,"190823","235307","3444.0667N","9217.1020W",109.50,0.00,0.02,43.37,34.80,3.81
true,16,"190823","235308","3444.0667N","9217.1019W",109.50,0.00,0.02,43.47,34.81,3.81
true,16,"190823","235309","3444.0667N","9217.1019W",109.50,0.00,0.00,43.36,34.82,3.81
true,16,"190823","235310","3444.0667N","9217.1019W",109.50,0.00,0.02,43.32,34.83,3.81
true,16,"190823","235311","3444.0667N","9217.1019W",109.50,0.00,0.04,43.28,34.84,3.80
true,16,"190823","235312","3444.0667N","9217.1019W",109.50,0.00,0.06,43.29,34.84,3.81
true,16,"190823","235313","3444.0667N","9217.1019W",109.40,0.00,0.00,43.31,34.85,3.80
true,15,"190823","235314","3444.0667N","9217.1019W",109.50,0.00,0.04,43.32,34.85,3.81
true,16,"190823","235315","3444.0667N","9217.1019W",109.50,0.00,0.02,43.27,34.86,3.81
true,16,"190823","235316","3444.0667N","9217.1019W",109.50,0.00,0.04,43.24,34.86,3.80
true,16,"190823","235317","3444.0667N","9217.1019W",109.50,0.00,0.06,43.17,34.86,3.80
true,16,"190823","235318","3444.0667N","9217.1019W",109.50,0.00,0.02,43.15,34.86,3.81
true,16,"190823","235319","3444.0667N","9217.1019W",109.50,0.00,0.00,43.24,34.86,3.81
true,16,"190823","235320","3444.0667N","9217.1019W",109.50,0.00,0.04,43.18,34.87,3.81
true,16,"190823","235321","3444.0667N","9217.1019W",109.50,0.00,0.02,43.24,34.86,3.80
true,16,"190823","235322","3444.0667N","9217.1019W",109.50,0.00,0.04,43.14,34.87,3.81
true,16,"190823","235323","3444.0667N","9217.1019W",109.50,0.00,0.02,43.18,34.87,3.81
true,16,"190823","235324","3444.0667N","9217.1019W",109.50,0.00,0.02,43.27,34.87,3.81
true,15,"190823","235325","3444.0667N","9217.1018W",109.50,0.00,0.00,43.33,34.87,3.81
true,16,"190823","235326","3444.0667N","9217.1018W",109.60,0.00,0.04,43.29,34.89,3.80
true,16,"190823","235327","3444.0667N","9217.1018W",109.60,0.00,0.02,43.26,34.89,3.81
true,16,"190823","235328","3444.0667N","9217.1018W",109.60,0.00,0.02,43.15,34.90,3.81
true,16,"190823","235329","3444.0667N","9217.1018W",109.60,0.00,0.00,43.07,34.91,3.81
true,16,"190823","235330","3444.0667N","9217.1018W",109.60,0.00,0.02,43.09,34.91,3.81
true,16,"190823","235331","3444.0667N","9217.1018W",109.60,0.00,0.02,42.95,34.89,3.81
true,16,"190823","235332","3444.0667N","9217.1018W",109.60,0.00,0.02,42.86,34.89,3.81
true,16,"190823","235333","3444.0667N","9217.1018W",109.60,0.00,0.04,42.99,34.88,3.81
true,16,"190823","235334","3444.0667N","9217.1018W",109.60,0.00,0.02,43.00,34.88,3.81
true,15,"190823","235335","3444.0667N","9217.1018W",109.60,0.00,0.00,43.03,34.87,3.81
true,16,"190823","235336","3444.0667N","9217.1018W",109.60,0.00,0.02,42.97,34.86,3.81
true,16,"190823","235337","3444.0667N","9217.1018W",109.60,0.00,0.02,42.96,34.86,3.81
true,16,"190823","235338","3444.0667N","9217.1018W",109.60,0.00,0.02,43.02,34.87,3.81
true,16,"190823","235339","3444.0667N","9217.1018W",109.60,0.00,0.00,42.86,34.86,3.81
true,16,"190823","235340","3444.0667N","9217.1018W",109.60,0.00,0.02,42.80,34.85,3.80
true,16,"190823","235341","3444.0667N","9217.1018W",109.60,0.00,0.06,42.88,34.85,3.80
true,16,"190823","235342","3444.0667N","9217.1018W",109.60,0.00,0.00,42.73,34.85,3.81
true,16,"190823","235343","3444.0667N","9217.1018W",109.60,0.00,0.02,42.95,34.85,3.80
true,16,"190823","235344","3444.0667N","9217.1018W",109.60,0.00,0.02,42.90,34.85,3.80
true,16,"190823","235345","3444.0667N","9217.1018W",109.60,0.00,0.02,42.93,34.86,3.80
