"hasfix","satellitesused","date","time","lat","lon","altitude","course","speedkmhr","humidity","temperature","bat"
true,17,"200823","000942","3443.3737N","9215.5206W",91.60,118.36,23.58,47.24,34.41,3.79
true,17,"200823","000943","3443.3720N","9215.5167W",91.80,116.46,22.59,47.21,34.39,3.79
true,17,"200823","000944","3443.3704N","9215.5126W",91.80,116.32,24.48,47.29,34.40,3.79
true,17,"200823","000945","3443.3685N","9215.5080W",92.10,118.25,30.21,47.29,34.38,3.79
true,17,"200823","000946","3443.3665N","9215.5026W",92.40,115.90,33.95,47.33,34.37,3.79
true,17,"200823","000947","3443.3642N","9215.4968W",93.00,116.41,35.63,47.30,34.37,3.79
true,17,"200823","000948","3443.3618N","9215.4908W",93.10,115.30,35.65,47.39,34.37,3.79
true,17,"200823","000949","3443.3596N","9215.4846W",93.60,114.31,37.28,47.51,34.35,3.79
true,17,"200823","000950","3443.3583N","9215.4781W",95.10,114.77,39.91,47.57,34.32,3.79
true,17,"200823","000951","3443.3562N","9215.4725W",96.40,112.09,43.02,47.99,34.24,3.79
true,17,"200823","000952","3443.3532N","9215.4642W",95.80,110.72,46.50,48.09,34.19,3.78
true,17,"200823","000953","3443.3497N","9215.4557W",94.60,110.31,47.47,48.12,34.16,3.79
true,17,"200823","000954","3443.3471N","9215.4476W",94.40,109.62,47.82,48.54,34.11,3.79
true,17,"200823","000955","3443.3441N","9215.4387W",94.00,105.92,46.58,48.95,34.04,3.79
true,17,"200823","000956","3443.3433N","9215.4313W",96.00,103.70,47.19,48.79,34.00,3.79
true,17,"200823","000957","3443.3418N","9215.4225W",97.40,102.77,47.97,48.66,34.01,3.79
true,16,"200823","000958","3443.3413N","9215.4133W",97.80,102.32,52.17,48.49,34.01,3.79
true,16,"200823","000959","3443.3383N","9215.4020W",96.40,101.22,55.58,48.84,34.04,3.78
true,16,"200823","001000","3443.3366N","9215.3901W",93.40,98.80,57.23,48.81,34.00,3.79
true,17,"200823","001001","3443.3358N","9215.3796W",92.60,95.71,58.93,48.71,33.96,3.79
true,17,"200823","001002","3443.3355N","9215.3688W",94.10,94.34,60.13,48.75,33.96,3.79
true,16,"200823","001003","3443.3342N","9215.3577W",94.40,93.26,60.58,48.42,33.98,3.78
true,16,"200823","001004","3443.3344N","9215.3467W",93.10,91.99,61.26,48.08,34.03,3.79
true,16,"200823","001005","3443.3331N","9215.3361W",93.20,91.38,60.52,48.22,34.09,3.79
true,16,"200823","001006","3443.3324N","9215.3247W",92.70,91.76,60.82,49.39,33.97,3.79
true,16,"200823","001007","3443.3320N","9215.3138W",92.10,92.31,60.93,49.50,33.91,3.79
true,16,"200823","001008","3443.3318N","9215.3025W",92.10,92.43,61.47,50.09,33.83,3.79
true,17,"200823","001009","3443.3318N","9215.2912W",91.00,92.76,62.51,50.83,33.65,3.79
true,17,"200823","001010","3443.3318N","9215.2803W",89.70,92.99,64.21,51.50,33.45,3.79
true,17,"200823","001011","3443.3320N","9215.2687W",88.60,92.42,63.51,52.37,33.23,3.79
true,17,"200823","001012","3443.3322N","9215.2577W",87.90,90.67,63.56,52.90,33.04,3.79
true,17,"200823","001013","3443.3321N","9215.2463W",87.10,91.61,65.08,51.94,33.04,3.79
true,17,"200823","001014","3443.3316N","9215.2349W",85.80,92.64,65.65,52.10,33.02,3.79
true,17,"200823","001015","3443.3314N","9215.2235W",84.40,92.12,65.54,50.56,33.25,3.79
true,17,"200823","001016","3443.3314N","9215.2112W",83.70,91.64,63.52,49.32,33.63,3.79
true,17,"200823","001017","3443.3309N","9215.1995W",84.40,92.36,63.82,49.09,33.75,3.79
true,17,"200823","001018","3443.3301N","9215.1889W",85.30,93.33,63.36,48.98,33.88,3.79
true,17,"200823","001019","3443.3297N","9215.1781W",86.30,93.04,61.47,48.17,34.00,3.79
true,17,"200823","001020","3443.3292N","9215.1662W",87.40,92.94,61.50,47.94,34.06,3.79
true,17,"200823","001021","3443.3276N","9215.1545W",88.20,92.80,61.60,47.93,34.19,3.79
true,17,"200823","001022","3443.3277N","9215.1436W",88.20,92.74,61.60,47.74,34.21,3.79
true,17,"200823","001023","3443.3273N","9215.1315W",88.30,92.35,61.17,47.71,34.26,3.79
true,17,"200823","001024","3443.3262N","9215.1204W",88.30,92.89,60.43,46.74,34.28,3.79
true,17,"200823","001025","3443.3257N","9215.1093W",88.00,92.81,60.78,47.26,34.33,3.79
true,17,"200823","001026","3443.3257N","9215.0974W",87.60,92.27,58.45,47.18,34.44,3.79
true,17,"200823","001027","3443.3251N","9215.0868W",88.50,92.90,59.30,47.08,34.49,3.79
true,16,"200823","001028","3443.3235N","9215.0757W",88.10,91.63,59.39,46.91,34.55,3.79
true,16,"200823","001029","3443.3248N","9215.0660W",87.90,91.89,59.76,46.94,34.55,3.79
true,17,"200823","001030","3443.3239N","9215.0550W",87.40,90.71,59.28,47.03,34.50,3.79
true,17,"200823","001031","3443.3237N","9215.0446W",86.50,90.96,58.47,47.19,34.43,3.79
true,17,"200823","001032","3443.3249N","9215.0345W",87.10,91.88,58.56,47.12,34.42,3.79
true,17,"200823","001033","3443.3251N","9215.0246W",87.20,92.38,58.49,47.36,34.38,3.79
true,17,"200823","001034","3443.3245N","9215.0140W",87.40,91.79,57.78,47.35,34.35,3.79
true,17,"200823","001035","3443.3238N","9215.0035W",86.90,91.76,57.75,47.16,34.36,3.79
true,17,"200823","001036","3443.3239N","9214.9934W",86.90,91.38,57.86,47.24,34.40,3.79
true,17,"200823","001037","3443.3244N","9214.9805W",85.70,91.35,58.71,47.21,34.45,3.79
true,17,"200823","001038","3443.3242N","9214.9697W",86.10,91.91,59.82,47.21,34.47,3.78
true,17,"200823","001039","3443.3237N","9214.9585W",86.30,91.50,59.76,46.75,34.58,3.79
true,17,"200823","001040","3443.3230N","9214.9474W",86.40,91.80,59.73,46.96,34.61,3.79
true,16,"200823","001041","3443.3225N","9214.9364W",86.50,91.83,59.86,47.00,34.60,3.79
true,17,"200823","001042","3443.3223N","9214.9255W",86.40,92.13,60.39,47.01,34.58,3.79
true,17,"200823","001043","3443.3223N","9214.9144W",86.00,90.79,60.71,47.00,34.53,3.79
true,17,"200823","001044","3443.3223N","9214.9033W",85.90,91.50,61.54,47.10,34.50,3.79
true,17,"200823","001045","3443.3222N","9214.8921W",86.00,91.52,60.84,47.02,34.46,3.79
true,17,"200823","001046","3443.3220N","9214.8810W",86.30,91.87,60.82,46.93,34.48,3.79
true,17,"200823","001047","3443.3217N","9214.8700W",85.90,92.31,60.89,47.00,34.46,3.79
true,17,"200823","001048","3443.3204N","9214.8587W",85.90,91.89,60.95,47.10,34.44,3.79
true,17,"200823","001049","3443.3196N","9214.8476W",86.30,91.00,60.23,47.30,34.42,3.79
true,17,"200823","001050","3443.3195N","9214.8362W",87.60,91.90,60.86,47.40,34.46,3.79
true,17,"200823","001051","3443.3197N","9214.8252W",87.40,91.89,60.86,47.47,34.46,3.78
true,17,"200823","001052","3443.3187N","9214.8135W",86.80,91.51,60.76,47.45,34.43,3.79
true,17,"200823","001053","3443.3182N","9214.8026W",87.40,92.38,62.84,47.37,34.38,3.79
true,17,"200823","001054","3443.3181N","9214.7909W",86.60,91.86,63.17,47.58,34.34,3.79
true,17,"200823","001055","3443.3178N","9214.7796W",86.30,91.69,63.25,47.48,34.31,3.79
true,17,"200823","001056","3443.3181N","9214.7687W",86.50,91.73,62.93,47.83,34.29,3.78
true,17,"200823","001057","3443.3177N","9214.7575W",87.10,91.54,61.97,48.24,34.24,3.79
true,17,"200823","001058","3443.3168N","9214.7469W",86.90,92.45,61.86,48.28,34.15,3.79
true,17,"200823","001059","3443.3166N","9214.7349W",87.50,92.16,59.71,48.06,34.14,3.78
true,17,"200823","001100","3443.3165N","9214.7246W",87.80,92.27,58.76,47.97,34.17,3.79
true,17,"200823","001101","3443.3164N","9214.7143W",88.70,91.43,57.06,47.92,34.19,3.79
true,17,"200823","001102","3443.3167N","9214.7043W",89.30,91.28,55.76,48.01,34.21,3.79
true,17,"200823","001103","3443.3154N","9214.6939W",89.30,91.65,54.52,47.83,34.20,3.79
true,17,"200823","001104","3443.3159N","9214.6842W",89.30,91.56,53.17,47.29,34.17,3.79
true,17,"200823","001105","3443.3141N","9214.6742W",89.50,91.03,52.47,47.23,34.15,3.79
true,17,"200823","001106","3443.3143N","9214.6650W",89.20,91.44,52.36,47.51,34.11,3.78
true,17,"200823","001107","3443.3135N","9214.6555W",90.30,92.53,53.15,47.67,34.09,3.79
true,17,"200823","001108","3443.3137N","9214.6454W",90.00,91.27,53.04,47.73,34.08,3.79
true,17,"200823","001109","3443.3139N","9214.6359W",89.80,91.92,52.21,48.05,34.05,3.79
true,17,"200823","001110","3443.3150N","9214.6274W",89.20,94.02,53.06,48.25,34.03,3.79
true,17,"200823","001111","3443.3144N","9214.6175W",90.10,92.19,51.24,47.81,34.16,3.78
true,16,"200823","001112","3443.3147N","9214.6087W",92.00,90.62,49.19,47.41,34.19,3.78
true,17,"200823","001113","3443.3149N","9214.6001W",91.40,91.17,48.50,46.79,34.25,3.79
true,17,"200823","001114","3443.3149N","9214.5918W",91.20,92.27,48.87,46.85,34.27,3.79
true,17,"200823","001115","3443.3142N","9214.5828W",90.50,91.88,49.26,46.78,34.30,3.79
true,17,"200823","001116","3443.3137N","9214.5734W",90.80,91.66,50.28,46.84,34.33,3.78
true,17,"200823","001117","3443.3131N","9214.5641W",89.80,91.68,50.15,46.78,34.36,3.78
true,17,"200823","001118","3443.3134N","9214.5548W",90.00,90.94,50.12,46.84,34.36,3.79
true,17,"200823","001119","3443.3136N","9214.5457W",90.30,91.15,48.41,46.92,34.38,3.79
true,17,"200823","001120","3443.3134N","9214.5363W",90.50,91.25,48.32,46.85,34.37,3.79
true,17,"200823","001121","3443.3139N","9214.5276W",90.60,91.46,47.93,47.05,34.36,3.79
true,17,"200823","001122","3443.3140N","9214.5189W",89.60,92.28,46.00,46.64,34.41,3.78
true,17,"200823","001123","3443.3135N","9214.5108W",89.80,95.57,44.93,46.40,34.45,3.79
true,17,"200823","001124","3443.3124N","9214.5022W",89.30,100.04,44.11,46.27,34.44,3.79
true,17,"200823","001125","3443.3107N","9214.4941W",88.80,103.64,42.23,46.36,34.44,3.79
true,17,"200823","001126","3443.3088N","9214.4876W",88.10,107.65,40.30,46.24,34.46,3.79
true,17,"200823","001127","3443.3069N","9214.4802W",88.60,113.09,40.67,46.29,34.46,3.78
true,17,"200823","001128","3443.3043N","9214.4747W",88.60,117.35,41.13,46.22,34.46,3.79
true,17,"200823","001129","3443.3012N","9214.4670W",88.60,121.24,41.67,46.29,34.43,3.79
true,17,"200823","001130","3443.2981N","9214.4606W",89.40,125.09,41.82,46.25,34.46,3.79
true,17,"200823","001131","3443.2938N","9214.4542W",89.40,128.86,41.11,46.13,34.50,3.78
true,17,"200823","001132","3443.2900N","9214.4489W",87.70,132.82,40.58,46.15,34.56,3.79
true,17,"200823","001133","3443.2854N","9214.4439W",87.10,137.84,39.15,46.32,34.57,3.79
true,17,"200823","001134","3443.2791N","9214.4406W",87.30,141.68,38.13,46.34,34.56,3.78
true,17,"200823","001135","3443.2757N","9214.4376W",87.30,145.02,38.11,46.37,34.55,3.79
true,17,"200823","001136","3443.2711N","9214.4344W",87.50,148.36,37.50,46.22,34.50,3.79
true,17,"200823","001137","3443.2664N","9214.4291W",88.60,154.66,38.37,46.37,34.46,3.79
true,17,"200823","001138","3443.2614N","9214.4256W",88.00,159.06,39.69,46.36,34.44,3.79
true,17,"200823","001139","3443.2553N","9214.4236W",88.50,161.44,38.30,46.71,34.40,3.79
true,17,"200823","001140","3443.2494N","9214.4222W",89.30,160.42,38.78,47.14,34.38,3.79
true,17,"200823","001141","3443.2439N","9214.4194W",88.70,158.15,38.82,47.54,34.30,3.79
true,17,"200823","001142","3443.2386N","9214.4164W",88.90,154.03,39.91,47.53,34.26,3.79
true,17,"200823","001143","3443.2330N","9214.4133W",88.20,150.79,42.02,47.29,34.22,3.79
true,17,"200823","001144","3443.2275N","9214.4090W",87.40,148.31,42.73,47.46,34.18,3.79
true,17,"200823","001145","3443.2220N","9214.4044W",87.20,143.14,44.32,47.30,34.14,3.79
true,17,"200823","001146","3443.2162N","9214.3991W",86.80,139.20,44.73,47.58,34.13,3.78
true,17,"200823","001147","3443.2120N","9214.3929W",86.90,136.25,46.30,47.68,34.11,3.79
true,17,"200823","001148","3443.2078N","9214.3858W",88.00,131.63,45.11,47.93,34.10,3.78
true,17,"200823","001149","3443.2027N","9214.3800W",85.10,126.53,45.52,47.99,34.14,3.79
true,17,"200823","001150","3443.1996N","9214.3737W",85.70,122.84,45.54,48.18,34.20,3.79
true,17,"200823","001151","3443.1962N","9214.3658W",86.10,118.76,45.95,47.74,34.24,3.79
true,17,"200823","001152","3443.1935N","9214.3591W",86.80,116.91,46.84,47.80,34.31,3.78
true,17,"200823","001153","3443.1905N","9214.3516W",87.40,114.91,48.11,47.81,34.26,3.79
true,17,"200823","001154","3443.1888N","9214.3433W",89.00,110.47,47.32,47.80,34.28,3.79
true,17,"200823","001155","3443.1862N","9214.3351W",90.20,106.42,46.60,47.56,34.31,3.78
true,17,"200823","001156","3443.1842N","9214.3269W",88.80,101.24,46.93,47.83,34.35,3.78
true,17,"200823","001157","3443.1836N","9214.3186W",87.10,94.03,46.23,47.84,34.37,3.79
true,17,"200823","001158","3443.1824N","9214.3093W",86.20,89.47,45.58,47.65,34.36,3.79
true,17,"200823","001159","3443.1838N","9214.3018W",85.60,85.41,45.23,47.71,34.32,3.79
true,17,"200823","001200","3443.1853N","9214.2944W",85.20,81.39,45.97,47.83,34.30,3.79
true,17,"200823","001201","3443.1860N","9214.2853W",83.10,76.58,47.21,47.46,34.32,3.79
true,17,"200823","001202","3443.1877N","9214.2760W",84.20,73.52,46.41,47.13,34.34,3.79
true,17,"200823","001203","3443.1896N","9214.2666W",82.00,69.43,50.49,47.15,34.33,3.79
true,17,"200823","001204","3443.1924N","9214.2580W",80.70,66.20,52.02,48.61,34.21,3.78
true,17,"200823","001205","3443.1963N","9214.2496W",80.80,60.22,53.04,49.54,34.02,3.79
true,17,"200823","001206","3443.2009N","9214.2410W",79.20,56.75,54.12,49.42,33.85,3.79
true,17,"200823","001207","3443.2068N","9214.2323W",80.10,52.60,56.19,49.58,33.81,3.79
true,16,"200823","001208","3443.2120N","9214.2243W",80.50,49.19,56.87,49.86,33.70,3.79
true,17,"200823","001209","3443.2175N","9214.2171W",82.40,47.60,58.19,49.48,33.61,3.79
true,17,"200823","001210","3443.2245N","9214.2093W",81.50,46.38,59.10,49.54,33.54,3.79
true,17,"200823","001211","3443.2310N","9214.2024W",83.20,45.60,59.84,49.39,33.50,3.79
true,17,"200823","001212","3443.2374N","9214.1953W",82.50,44.85,59.82,49.00,33.52,3.79
true,17,"200823","001213","3443.2444N","9214.1871W",83.00,45.25,59.12,48.78,33.51,3.79
true,17,"200823","001214","3443.2506N","9214.1794W",83.30,45.60,58.04,48.71,33.55,3.79
true,17,"200823","001215","3443.2563N","9214.1721W",83.70,46.21,57.23,48.89,33.54,3.79
true,17,"200823","001216","3443.2620N","9214.1649W",83.10,47.44,56.69,49.65,33.49,3.79
true,17,"200823","001217","3443.2670N","9214.1577W",83.00,48.94,56.65,48.99,33.46,3.79
true,17,"200823","001218","3443.2724N","9214.1507W",83.00,51.53,56.26,48.28,33.50,3.79
true,17,"200823","001219","3443.2779N","9214.1413W",82.30,54.93,55.73,48.77,33.50,3.78
true,17,"200823","001220","3443.2825N","9214.1333W",82.30,59.47,56.65,48.54,33.49,3.79
true,17,"200823","001221","3443.2869N","9214.1243W",82.80,61.39,55.80,48.53,33.50,3.79
true,17,"200823","001222","3443.2906N","9214.1151W",82.20,64.81,56.67,48.70,33.49,3.79
true,17,"200823","001223","3443.2931N","9214.1052W",81.80,67.27,55.97,48.90,33.44,3.79
true,17,"200823","001224","3443.2970N","9214.0961W",81.20,70.23,56.93,49.19,33.40,3.79
true,17,"200823","001225","3443.2999N","9214.0865W",80.40,73.49,56.84,49.28,33.36,3.79
true,17,"200823","001226","3443.3017N","9214.0762W",81.30,75.49,57.34,49.06,33.42,3.78
true,17,"200823","001227","3443.3040N","9214.0659W",82.00,78.96,58.00,48.57,33.46,3.79
true,17,"200823","001228","3443.3047N","9214.0550W",81.80,83.11,57.12,48.13,33.56,3.79
true,17,"200823","001229","3443.3057N","9214.0448W",81.50,86.72,57.19,47.54,33.64,3.79
true,17,"200823","001230","3443.3061N","9214.0346W",82.50,90.50,57.32,47.80,33.70,3.79
true,17,"200823","001231","3443.3057N","9214.0244W",83.00,91.42,58.47,47.29,33.79,3.79
true,17,"200823","001232","3443.3053N","9214.0136W",82.10,91.46,58.99,47.06,33.87,3.79
true,17,"200823","001233","3443.3046N","9214.0027W",83.00,90.98,58.95,47.19,33.94,3.78
true,17,"200823","001234","3443.3045N","9213.9917W",84.00,91.23,58.95,47.04,33.97,3.79
true,17,"200823","001235","3443.3051N","9213.9812W",82.80,92.00,59.36,46.64,33.99,3.78
true,17,"200823","001236","3443.3046N","9213.9708W",82.80,91.84,58.50,46.88,33.98,3.78
true,17,"200823","001237","3443.3039N","9213.9601W",82.20,92.50,58.60,46.92,33.98,3.78
true,17,"200823","001238","3443.3040N","9213.9507W",82.60,92.07,58.62,47.26,33.94,3.79
true,17,"200823","001239","3443.3028N","9213.9393W",82.80,91.70,58.06,47.14,33.92,3.78
true,17,"200823","001240","3443.3016N","9213.9285W",82.10,91.95,57.12,46.48,34.01,3.79
true,17,"200823","001241","3443.3017N","9213.9180W",82.00,91.58,55.76,46.16,34.10,3.78
true,17,"200823","001242","3443.3013N","9213.9079W",82.20,91.76,54.62,46.10,34.16,3.79
true,17,"200823","001243","3443.3017N","9213.8980W",81.70,91.95,53.49,45.97,34.21,3.79
true,17,"200823","001244","3443.3013N","9213.8886W",80.70,92.49,53.39,45.91,34.28,3.79
true,17,"200823","001245","3443.3003N","9213.8783W",80.50,91.83,53.37,45.90,34.29,3.79
true,17,"200823","001246","3443.3008N","9213.8684W",81.10,91.35,53.26,45.98,34.32,3.79
true,17,"200823","001247","3443.2994N","9213.8583W",81.70,91.84,53.21,45.74,34.35,3.79
true,17,"200823","001248","3443.2987N","9213.8485W",81.80,90.71,52.58,45.72,34.40,3.79
true,17,"200823","001249","3443.2990N","9213.8392W",81.30,91.31,52.65,45.60,34.42,3.79
true,17,"200823","001250","3443.2992N","9213.8302W",81.30,91.35,52.65,45.49,34.39,3.78
true,17,"200823","001251","3443.2997N","9213.8208W",81.80,91.76,52.12,45.48,34.37,3.78
true,17,"200823","001252","3443.3005N","9213.8122W",83.40,92.62,51.37,45.38,34.38,3.78
true,17,"200823","001253","3443.3003N","9213.8036W",83.20,93.21,50.56,45.28,34.42,3.79
true,17,"200823","001254","3443.2989N","9213.7939W",81.70,92.66,49.89,45.34,34.40,3.79
true,17,"200823","001255","3443.2980N","9213.7841W",81.40,91.88,49.58,45.32,34.40,3.79
true,17,"200823","001256","3443.2978N","9213.7747W",81.80,91.22,49.54,45.36,34.35,3.79
true,17,"200823","001257","3443.2974N","9213.7654W",82.30,91.10,49.21,45.45,34.34,3.79
true,17,"200823","001258","3443.2969N","9213.7566W",83.10,90.82,49.21,45.53,34.31,3.79
true,17,"200823","001259","3443.2975N","9213.7472W",82.70,92.02,49.23,45.72,34.28,3.79
true,17,"200823","001300","3443.2971N","9213.7385W",82.90,92.40,49.58,45.98,34.29,3.79
true,17,"200823","001301","3443.2969N","9213.7296W",82.70,92.53,49.65,46.64,34.14,3.79
true,17,"200823","001302","3443.2963N","9213.7204W",82.10,92.12,49.50,46.38,34.10,3.79
true,17,"200823","001303","3443.2961N","9213.7106W",82.20,91.70,48.23,46.56,34.08,3.78
true,17,"200823","001304","3443.2962N","9213.7024W",82.40,91.76,48.67,46.64,34.01,3.79
true,17,"200823","001305","3443.2961N","9213.6937W",82.90,92.33,49.21,46.97,33.97,3.79
true,17,"200823","001306","3443.2961N","9213.6848W",82.80,92.68,49.67,47.13,33.91,3.78
true,17,"200823","001307","3443.2960N","9213.6763W",83.10,90.50,48.50,47.45,33.87,3.78
true,17,"200823","001308","3443.2954N","9213.6678W",82.00,91.71,49.28,47.89,33.81,3.79
true,17,"200823","001309","3443.2955N","9213.6591W",84.20,92.36,49.82,47.70,33.76,3.79
true,17,"200823","001310","3443.2950N","9213.6495W",84.10,92.53,49.89,47.99,33.77,3.79
true,17,"200823","001311","3443.2949N","9213.6405W",83.60,91.19,49.47,48.78,33.66,3.78
true,17,"200823","001312","3443.2947N","9213.6315W",83.60,92.07,49.60,48.66,33.62,3.78
true,17,"200823","001313","3443.2955N","9213.6229W",84.00,90.82,49.19,47.39,33.76,3.78
true,17,"200823","001314","3443.2952N","9213.6136W",84.20,91.79,49.19,46.93,33.93,3.79
true,17,"200823","001315","3443.2942N","9213.6046W",85.90,92.12,49.28,46.67,34.04,3.79
true,17,"200823","001316","3443.2947N","9213.5949W",85.80,93.23,49.67,46.20,34.15,3.78
true,17,"200823","001317","3443.2942N","9213.5858W",85.50,91.36,49.74,46.22,34.22,3.78
true,17,"200823","001318","3443.2930N","9213.5759W",84.40,91.18,49.84,45.97,34.32,3.79
true,17,"200823","001319","3443.2930N","9213.5678W",84.80,92.34,50.58,45.87,34.30,3.79
true,17,"200823","001320","3443.2927N","9213.5592W",84.20,92.60,50.58,46.41,34.16,3.79
true,16,"200823","001321","3443.2926N","9213.5503W",85.30,92.00,50.49,46.34,34.01,3.79
true,16,"200823","001322","3443.2925N","9213.5413W",85.10,92.58,49.62,46.33,33.96,3.79
true,16,"200823","001323","3443.2926N","9213.5329W",85.80,92.77,49.02,46.51,33.91,3.79
true,17,"200823","001324","3443.2922N","9213.5234W",85.60,92.92,49.10,46.73,33.97,3.79
true,17,"200823","001325","3443.2921N","9213.5151W",84.80,93.46,48.71,46.56,34.07,3.79
true,15,"200823","001326","3443.2923N","9213.5060W",84.60,94.18,48.82,46.59,34.14,3.78
true,16,"200823","001327","3443.2915N","9213.4977W",85.60,95.34,47.71,46.49,34.16,3.78
true,16,"200823","001328","3443.2910N","9213.4895W",87.70,96.22,48.76,46.50,34.21,3.78
true,17,"200823","001329","3443.2901N","9213.4802W",87.00,96.58,48.30,46.19,34.25,3.79
true,17,"200823","001330","3443.2897N","9213.4717W",87.70,97.04,47.56,46.33,34.25,3.78
true,17,"200823","001331","3443.2880N","9213.4623W",86.10,97.97,47.49,46.75,34.26,3.78
true,17,"200823","001332","3443.2866N","9213.4540W",86.20,100.61,47.04,47.01,34.21,3.79
true,17,"200823","001333","3443.2864N","9213.4468W",87.10,103.37,45.91,46.98,34.14,3.78
true,17,"200823","001334","3443.2839N","9213.4389W",86.00,109.23,45.11,46.83,34.16,3.78
true,17,"200823","001335","3443.2807N","9213.4312W",85.60,114.82,40.58,46.74,34.29,3.78
true,17,"200823","001336","3443.2778N","9213.4249W",85.70,120.32,36.52,46.39,34.47,3.79
true,17,"200823","001337","3443.2749N","9213.4198W",86.60,123.73,33.85,46.16,34.47,3.79
true,17,"200823","001338","3443.2713N","9213.4152W",86.00,131.86,28.63,46.13,34.50,3.79
true,17,"200823","001339","3443.2683N","9213.4120W",86.30,142.00,26.06,45.90,34.55,3.79
true,17,"200823","001340","3443.2650N","9213.4098W",86.50,151.03,23.98,46.05,34.53,3.78
true,17,"200823","001341","3443.2623N","9213.4082W",86.80,161.47,19.74,46.07,34.53,3.78
true,17,"200823","001342","3443.2600N","9213.4076W",86.90,171.84,14.08,46.19,34.53,3.79
true,17,"200823","001343","3443.2582N","9213.4074W",87.30,173.35,8.98,46.13,34.55,3.79
true,17,"200823","001344","3443.2572N","9213.4076W",88.00,182.05,5.98,46.00,34.56,3.78
true,17,"200823","001345","3443.2563N","9213.4076W",88.20,182.05,4.70,46.02,34.57,3.78
true,17,"200823","001346","3443.2555N","9213.4079W",88.60,182.05,5.33,45.90,34.58,3.78
true,17,"200823","001347","3443.2547N","9213.4084W",88.60,182.05,5.32,46.02,34.59,3.79
true,17,"200823","001348","3443.2539N","9213.4085W",88.40,191.13,5.63,45.86,34.60,3.79
true,17,"200823","001349","3443.2529N","9213.4087W",88.10,198.53,9.43,45.91,34.60,3.79
true,17,"200823","001350","3443.2514N","9213.4093W",87.90,199.29,13.52,45.94,34.62,3.79
true,17,"200823","001351","3443.2490N","9213.4105W",88.00,208.09,18.37,46.07,34.61,3.79
true,17,"200823","001352","3443.2461N","9213.4128W",88.30,218.07,22.76,46.04,34.63,3.78
true,17,"200823","001353","3443.2432N","9213.4161W",88.10,227.46,27.34,45.91,34.66,3.78
true,17,"200823","001354","3443.2404N","9213.4202W",88.00,232.02,31.08,45.99,34.63,3.79
true,17,"200823","001355","3443.2376N","9213.4251W",87.70,234.86,34.71,46.10,34.58,3.79
true,17,"200823","001356","3443.2344N","9213.4303W",87.60,235.71,35.98,46.07,34.60,3.78
true,17,"200823","001357","3443.2307N","9213.4359W",87.30,234.93,35.89,45.83,34.58,3.79
true,17,"200823","001358","3443.2278N","9213.4414W",86.40,234.05,35.34,45.69,34.59,3.78
true,17,"200823","001359","3443.2244N","9213.4465W",86.50,231.15,36.84,45.57,34.58,3.79
true,17,"200823","001400","3443.2206N","9213.4518W",85.10,227.30,39.39,45.62,34.58,3.79
true,17,"200823","001401","3443.2162N","9213.4580W",82.70,223.42,42.08,45.67,34.62,3.79
true,17,"200823","001402","3443.2107N","9213.4639W",83.80,220.16,43.91,45.56,34.65,3.79
true,17,"200823","001403","3443.2049N","9213.4684W",86.60,218.08,44.37,45.62,34.64,3.79
true,17,"200823","001404","3443.1997N","9213.4736W",83.60,213.14,43.69,45.28,34.59,3.79
true,17,"200823","001405","3443.1946N","9213.4777W",82.40,207.67,42.87,45.42,34.57,3.79
true,17,"200823","001406","3443.1883N","9213.4811W",81.50,203.62,41.61,45.66,34.47,3.79
true,17,"200823","001407","3443.1828N","9213.4841W",81.10,200.90,39.43,45.84,34.42,3.78
true,17,"200823","001408","3443.1772N","9213.4866W",81.30,199.68,37.74,45.88,34.37,3.79
true,17,"200823","001409","3443.1719N","9213.4878W",81.00,196.18,35.91,45.94,34.35,3.78
true,17,"200823","001410","3443.1679N","9213.4896W",80.50,189.77,31.30,46.01,34.37,3.79
true,17,"200823","001411","3443.1634N","9213.4901W",81.40,180.57,28.00,46.30,34.34,3.79
true,17,"200823","001412","3443.1592N","9213.4893W",83.30,165.74,25.89,46.52,34.32,3.79
true,17,"200823","001413","3443.1557N","9213.4873W",84.60,149.24,24.08,46.59,34.27,3.78
true,17,"200823","001414","3443.1533N","9213.4838W",85.50,131.49,23.98,46.70,34.20,3.78
true,16,"200823","001415","3443.1520N","9213.4793W",86.70,112.42,25.15,46.84,34.14,3.79
true,17,"200823","001416","3443.1512N","9213.4737W",87.60,102.53,30.22,47.23,34.03,3.78
true,17,"200823","001417","3443.1503N","9213.4676W",87.80,99.88,33.85,47.31,33.99,3.79
true,16,"200823","001418","3443.1493N","9213.4610W",87.80,102.16,36.23,47.43,33.92,3.78
true,16,"200823","001419","3443.1490N","9213.4544W",90.20,103.81,36.67,47.50,33.86,3.78
true,16,"200823","001420","3443.1475N","9213.4477W",92.40,106.19,37.13,47.86,33.81,3.79
true,16,"200823","001421","3443.1458N","9213.4407W",92.00,108.60,37.65,47.85,33.75,3.78
true,16,"200823","001422","3443.1437N","9213.4347W",91.40,110.81,37.54,47.83,33.74,3.79
true,16,"200823","001423","3443.1416N","9213.4280W",92.00,113.45,37.56,48.01,33.72,3.79
true,16,"200823","001424","3443.1389N","9213.4223W",92.30,115.10,37.69,47.84,33.70,3.78
true,16,"200823","001425","3443.1373N","9213.4152W",92.20,117.57,37.76,48.11,33.72,3.79
